ID;Datetime;Latitude;Longitude;Temperature (Cº);Wind Speed (Km/H);Humidity (%);Risk factor;Surroundings;Distance (Mts);Decisions
4563;01/01/2024 16:30:00;-33.03064199999999;-71.57504599999996;21;29;45;grill on;fuel recipient;12;['Notify local collaborators']
4564;01/01/2024 16:40:00;-33.03064199999999;-71.58004599999995;22;26;43;lighting a grill;wood;19;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4565;01/01/2024 16:50:00;-33.03064199999999;-71.58504599999995;22;56;45;wood;trash;289;[]
4566;01/01/2024 17:00:00;-33.03064199999999;-71.59004599999994;23;53;45;lit campfire;house;124;['Notify local authorities']
4567;01/01/2024 17:10:00;-33.03064199999999;-71.59504599999994;22;56;47;suspicious presence;wood;32;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4568;01/01/2024 17:20:00;-33.03064199999999;-71.60004599999994;21;53;47;suspicious presence;dry grass;134;['Notify local authorities']
4569;01/01/2024 17:30:00;-33.03064199999999;-71.60504599999993;20;56;47;grill on;ground;52;[]
4570;01/01/2024 17:40:00;-33.02564199999999;-71.60504599999993;21;75;49;smoke;dry grass;633;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4571;01/01/2024 17:50:00;-33.02564199999999;-71.60004599999994;22;75;47;smoke;trash;87;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4572;01/01/2024 18:00:00;-33.02564199999999;-71.59504599999994;34;75;8;burning waste;highway;42;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4573;01/01/2024 18:10:00;-33.02564199999999;-71.59004599999994;34;75;10;burning waste;house;50;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4574;01/01/2024 18:20:00;-33.02564199999999;-71.58504599999995;35;78;10;bonfire;street;247;['Call fire fighters']
4575;01/01/2024 18:30:00;-33.02564199999999;-71.58004599999995;34;58;8;papers;grass;44;['Notify local authorities', 'Contact waste collectors', 'Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4576;01/01/2024 18:40:00;-33.02564199999999;-71.57504599999996;35;58;10;illegal electricity connection;grass;78;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
4577;01/01/2024 18:50:00;-33.02564199999999;-71.57004599999996;36;55;12;lighting a grill;ground;16;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4578;01/01/2024 19:00:00;-33.02564199999999;-71.56504599999997;37;55;14;wastes;house;172;['Contact waste collectors']
4579;01/01/2024 19:10:00;-33.02564199999999;-71.56004599999997;37;58;12;lighting a grill;highway;22;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4580;01/01/2024 19:20:00;-33.02064199999999;-71.56004599999997;37;104;12;lighting a grill;fuel recipient;322;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4581;01/01/2024 19:30:00;-33.02064199999999;-71.56504599999997;32;101;12;none;electric connection;325;['Propose monitoring flight']
4582;01/01/2024 19:40:00;-33.02064199999999;-71.57004599999996;32;98;14;none;street;224;['Propose monitoring flight']
4583;01/01/2024 19:50:00;-33.02064199999999;-71.57504599999996;31;98;16;gas recipient;trees;302;[]
4584;01/01/2024 20:00:00;-33.02064199999999;-71.58004599999995;32;95;7;lighting a grill;dry grass;11;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4585;01/01/2024 20:10:00;-33.02064199999999;-71.58504599999995;33;107;7;smoke;trees;83;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4586;01/01/2024 20:20:00;-33.02064199999999;-71.59004599999994;32;110;7;bonfire;dry grass;14;['Notify local authorities', 'Call fire fighters', 'Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
4587;01/01/2024 20:30:00;-33.02064199999999;-71.59504599999994;33;107;5;wastes;dry grass;17;['Notify local authorities', 'Contact waste collectors', 'Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4588;01/01/2024 20:40:00;-33.02064199999999;-71.60004599999994;32;107;5;dry grass;grass;26;['Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4589;01/01/2024 20:50:00;-33.02064199999999;-71.60504599999993;33;104;5;lit campfire;highway;338;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4590;01/01/2024 21:00:00;-33.02064199999999;-71.61004599999993;36;60;5;grill on;highway;8;['Notify local authorities', 'Notify local collaborators']
4591;01/01/2024 21:10:00;-33.02064199999999;-71.61504599999992;35;57;5;none;electric connection;12;[]
4592;01/01/2024 21:20:00;-33.02064199999999;-71.62004599999992;35;60;5;none;trees;221;['Propose monitoring flight']
4593;01/01/2024 21:30:00;-33.02064199999999;-71.62504599999991;36;57;7;smoking;grass;36;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4594;01/01/2024 21:40:00;-33.02064199999999;-71.63004599999991;35;54;9;dry grass;street;249;[]
4595;01/01/2024 21:50:00;-33.02064199999999;-71.6350459999999;34;63;9;gas recipient;electric connection;98;['Notify local authorities', 'Notify local collaborators']
4596;01/01/2024 22:00:00;-33.02064199999999;-71.6400459999999;34;60;33;soldering;highway;37;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4597;01/01/2024 22:10:00;-33.02064199999999;-71.6450459999999;33;57;35;lit campfire;electric connection;345;['Notify local authorities']
4598;01/01/2024 22:20:00;-33.02064199999999;-71.65004599999989;34;57;35;bonfire;fuel recipient;63;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
4599;01/01/2024 22:30:00;-33.02064199999999;-71.65504599999988;38;54;37;wood;dry grass;73;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4600;01/01/2024 22:40:00;-33.02564199999999;-71.65504599999988;37;66;37;glass;house;35;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4601;01/01/2024 22:50:00;-33.02564199999999;-71.65004599999989;37;66;35;dry grass;fuel recipient;11;['Notify local authorities', 'Notify local collaborators']
4602;01/01/2024 23:00:00;-33.02564199999999;-71.6450459999999;36;66;37;smoke;ground;131;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
4603;01/01/2024 23:10:00;-33.02564199999999;-71.6400459999999;36;63;35;glass;house;176;['Contact waste collectors']
4604;01/01/2024 23:20:00;-33.02564199999999;-71.6350459999999;35;63;37;suspicious presence;grass;13;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4605;01/01/2024 23:30:00;-33.02564199999999;-71.63004599999991;35;108;37;none;road;4;['Propose monitoring flight']
4606;01/01/2024 23:40:00;-33.02564199999999;-71.62504599999991;36;108;39;papers;dry grass;118;['Contact waste collectors']
4607;01/01/2024 23:50:00;-33.02564199999999;-71.62004599999992;36;111;37;soldering;road;49;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4608;02/01/2024 00:00:00;-33.045642;-71.535046;32;108;34;gas recipient;ground;96;[]
4609;02/01/2024 00:10:00;-33.045642;-71.530046;33;111;32;dry grass;trees;13;['Notify local authorities', 'Notify local collaborators']
4610;02/01/2024 00:20:00;-33.050642;-71.530046;33;114;30;gas recipient;tent;35;['Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4611;02/01/2024 00:30:00;-33.050642;-71.535046;34;114;32;fire;road;411;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
4612;02/01/2024 00:40:00;-33.050642;-71.54004599999999;33;114;32;smoke;highway;216;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
4613;02/01/2024 00:50:00;-33.050642;-71.54504599999999;34;117;32;burning waste;trees;84;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4614;02/01/2024 01:00:00;-33.050642;-71.55004599999998;35;117;32;bonfire;tent;14;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
4615;02/01/2024 01:10:00;-33.050642;-71.55504599999998;34;114;30;lighting a grill;tent;33;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4616;02/01/2024 01:20:00;-33.050642;-71.56004599999997;34;111;28;wastes;house;158;['Contact waste collectors']
4617;02/01/2024 01:30:00;-33.050642;-71.56504599999997;34;111;28;soldering;trees;168;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4618;02/01/2024 01:40:00;-33.050642;-71.57004599999996;34;108;26;none;electric connection;931;['Propose monitoring flight']
4619;02/01/2024 01:50:00;-33.050642;-71.57504599999996;34;111;26;soldering;road;445;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4620;02/01/2024 02:00:00;-33.055642000000006;-71.57504599999996;35;18;55;wastes;trash;543;['Contact waste collectors']
4621;02/01/2024 02:10:00;-33.055642000000006;-71.57004599999996;35;21;55;gas recipient;ground;632;[]
4622;02/01/2024 02:20:00;-33.055642000000006;-71.56504599999997;36;21;57;fire;electric connection;16;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4623;02/01/2024 02:30:00;-33.055642000000006;-71.56004599999997;35;18;59;wood;house;69;['Notify local collaborators']
4624;02/01/2024 02:40:00;-33.055642000000006;-71.55504599999998;34;21;61;none;wood;544;[]
4625;02/01/2024 02:50:00;-33.055642000000006;-71.55004599999998;33;81;63;fire;house;641;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4626;02/01/2024 03:00:00;-33.055642000000006;-71.54504599999999;23;84;61;gas recipient;highway;16;[]
4627;02/01/2024 03:10:00;-33.055642000000006;-71.54004599999999;23;87;59;lit campfire;electric connection;727;['Notify local authorities']
4628;02/01/2024 03:20:00;-33.055642000000006;-71.535046;24;84;61;grill on;electric connection;295;[]
4629;02/01/2024 03:30:00;-33.055642000000006;-71.530046;24;84;61;dry grass;grass;589;[]
4630;02/01/2024 03:40:00;-33.06064200000001;-71.530046;24;75;59;glass bottle;trash;8;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4631;02/01/2024 03:50:00;-33.06064200000001;-71.535046;25;75;61;papers;wood;72;['Notify local collaborators', 'Contact waste collectors']
4632;02/01/2024 04:00:00;-33.06064200000001;-71.54004599999999;24;72;31;glass;house;114;['Contact waste collectors']
4633;02/01/2024 04:10:00;-33.06064200000001;-71.54504599999999;24;69;29;wastes;grass;219;['Contact waste collectors']
4634;02/01/2024 04:20:00;-33.06064200000001;-71.55004599999998;25;72;27;burning waste;ground;10;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4635;02/01/2024 04:30:00;-33.06064200000001;-71.55504599999998;38;94;27;smoking;wood;500;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4636;02/01/2024 04:40:00;-33.06064200000001;-71.56004599999997;39;97;27;smoking;road;203;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4637;02/01/2024 04:50:00;-33.06064200000001;-71.56504599999997;39;100;29;papers;tent;2;['Notify local authorities', 'Contact waste collectors', 'Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4638;02/01/2024 05:00:00;-33.06064200000001;-71.57004599999996;38;103;27;gas recipient;fuel recipient;147;[]
4639;02/01/2024 05:10:00;-33.06064200000001;-71.57504599999996;39;103;27;soldering;ground;48;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4640;02/01/2024 05:20:00;-33.06564200000001;-71.57504599999996;40;36;29;lit campfire;road;19;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4641;02/01/2024 05:30:00;-33.06564200000001;-71.57004599999996;41;33;27;fire;house;272;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4642;02/01/2024 05:40:00;-33.06564200000001;-71.56504599999997;42;30;29;illegal electricity connection;ground;260;[]
4643;02/01/2024 05:50:00;-33.06564200000001;-71.56004599999997;41;30;29;wastes;road;27;['Contact waste collectors', 'Notify local collaborators']
4644;02/01/2024 06:00:00;-33.06564200000001;-71.55504599999998;37;27;60;bonfire;house;536;['Call fire fighters']
4645;02/01/2024 06:10:00;-33.06564200000001;-71.55004599999998;37;106;62;lit campfire;trees;267;['Notify local authorities']
4646;02/01/2024 06:20:00;-33.06564200000001;-71.54504599999999;36;106;62;illegal electricity connection;fuel recipient;30;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
4647;02/01/2024 06:30:00;-33.06564200000001;-71.54004599999999;36;106;64;smoking;trees;487;['Notify local authorities']
4648;02/01/2024 06:40:00;-33.06564200000001;-71.535046;36;103;64;burning waste;grass;29;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4649;02/01/2024 06:50:00;-33.06564200000001;-71.530046;35;100;66;none;fuel recipient;490;[]
4650;02/01/2024 07:00:00;-33.070642000000014;-71.530046;36;48;66;smoking;fuel recipient;125;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4651;02/01/2024 07:10:00;-33.070642000000014;-71.535046;37;45;64;suspicious presence;fuel recipient;39;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4652;02/01/2024 07:20:00;-33.070642000000014;-71.54004599999999;38;48;66;illegal electricity connection;house;28;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
4653;02/01/2024 07:30:00;-33.070642000000014;-71.54504599999999;38;45;64;gas recipient;trees;46;['Notify local authorities', 'Notify local collaborators']
4654;02/01/2024 07:40:00;-33.070642000000014;-71.55004599999998;38;48;62;none;house;35;['Propose monitoring flight']
4655;02/01/2024 07:50:00;-33.070642000000014;-71.55504599999998;39;29;64;smoke;ground;2;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
4656;02/01/2024 08:00:00;-33.070642000000014;-71.56004599999997;38;32;10;lit campfire;highway;906;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4657;02/01/2024 08:10:00;-33.070642000000014;-71.56504599999997;38;29;12;fire;grass;2;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4658;02/01/2024 08:20:00;-33.070642000000014;-71.57004599999996;38;26;10;lit campfire;road;38;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4659;02/01/2024 08:30:00;-33.070642000000014;-71.57504599999996;38;26;10;wood;trash;13;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4660;02/01/2024 08:40:00;-33.075642000000016;-71.57504599999996;38;17;12;smoke;dry grass;75;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4661;02/01/2024 08:50:00;-33.075642000000016;-71.57004599999996;38;17;12;dry grass;road;64;[]
4662;02/01/2024 09:00:00;-33.075642000000016;-71.56504599999997;25;17;10;fire;trash;249;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4663;02/01/2024 09:10:00;-33.075642000000016;-71.56004599999997;25;14;10;grill on;tent;35;['Notify local authorities', 'Notify local collaborators']
4664;02/01/2024 09:20:00;-33.075642000000016;-71.55504599999998;26;11;10;glass;road;97;['Contact waste collectors']
4665;02/01/2024 09:30:00;-33.075642000000016;-71.55004599999998;25;68;8;none;highway;85;['Propose monitoring flight']
4666;02/01/2024 09:40:00;-33.075642000000016;-71.54504599999999;25;71;10;glass bottle;house;742;['Contact waste collectors']
4667;02/01/2024 09:50:00;-33.075642000000016;-71.54004599999999;25;74;12;smoking;grass;26;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4668;02/01/2024 10:00:00;-33.075642000000016;-71.535046;26;77;47;bonfire;trash;267;['Call fire fighters']
4669;02/01/2024 10:10:00;-33.075642000000016;-71.530046;26;80;49;grill on;wood;15;['Notify local authorities', 'Notify local collaborators']
4670;02/01/2024 10:20:00;-33.08064200000002;-71.530046;27;75;51;grill on;trash;145;[]
4671;02/01/2024 10:30:00;-33.08064200000002;-71.535046;34;72;53;none;trees;507;[]
4672;02/01/2024 10:40:00;-33.08064200000002;-71.54004599999999;33;69;53;lit campfire;dry grass;75;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4673;02/01/2024 10:50:00;-33.08064200000002;-71.54504599999999;32;66;51;suspicious presence;street;815;['Notify local authorities']
4674;02/01/2024 11:00:00;-33.08064200000002;-71.55004599999998;31;66;51;soldering;highway;2;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4675;02/01/2024 11:10:00;-33.08064200000002;-71.55504599999998;31;17;51;none;trash;39;['Propose monitoring flight']
4676;02/01/2024 11:20:00;-33.08064200000002;-71.56004599999997;32;17;51;dry grass;street;122;[]
4677;02/01/2024 11:30:00;-33.08064200000002;-71.56504599999997;33;20;49;soldering;road;39;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4678;02/01/2024 11:40:00;-33.08064200000002;-71.57004599999996;32;17;49;lit campfire;grass;13;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4679;02/01/2024 11:50:00;-33.08064200000002;-71.57504599999996;31;20;47;smoke;electric connection;18;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4680;02/01/2024 12:00:00;-33.08064200000002;-71.58004599999995;21;63;5;gas recipient;fuel recipient;702;[]
4681;02/01/2024 12:10:00;-33.08064200000002;-71.58504599999995;22;66;7;smoking;fuel recipient;14;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4682;02/01/2024 12:20:00;-33.08064200000002;-71.59004599999994;23;66;7;illegal electricity connection;trees;92;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
4683;02/01/2024 12:30:00;-33.08064200000002;-71.59504599999994;24;63;5;none;road;18;['Propose monitoring flight']
4684;02/01/2024 12:40:00;-33.08064200000002;-71.60004599999994;25;60;5;fire;street;9;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
4685;02/01/2024 12:50:00;-33.08064200000002;-71.60504599999993;26;110;7;lit campfire;dry grass;29;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4686;02/01/2024 13:00:00;-33.08064200000002;-71.61004599999993;25;110;7;illegal electricity connection;trash;407;[]
4687;02/01/2024 13:10:00;-33.08064200000002;-71.61504599999992;26;110;9;burning waste;highway;2;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4688;02/01/2024 13:20:00;-33.08064200000002;-71.62004599999992;25;107;7;wastes;fuel recipient;578;['Contact waste collectors']
4689;02/01/2024 13:30:00;-33.08064200000002;-71.62504599999991;25;110;5;grill on;tent;29;['Notify local authorities', 'Notify local collaborators']
4690;02/01/2024 13:40:00;-33.075642000000016;-71.62504599999991;25;83;5;illegal electricity connection;wood;136;[]
4691;02/01/2024 13:50:00;-33.075642000000016;-71.62004599999992;24;83;3;wood;fuel recipient;142;[]
4692;02/01/2024 14:00:00;-33.075642000000016;-71.61504599999992;25;86;58;fire;road;35;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
4693;02/01/2024 14:10:00;-33.075642000000016;-71.61004599999993;26;89;56;wood;fuel recipient;4;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4694;02/01/2024 14:20:00;-33.075642000000016;-71.60504599999993;25;89;58;none;grass;130;[]
4695;02/01/2024 14:30:00;-33.075642000000016;-71.60004599999994;26;16;58;glass;highway;448;[]
4696;02/01/2024 14:40:00;-33.075642000000016;-71.59504599999994;25;13;58;none;highway;259;[]
4697;02/01/2024 14:50:00;-33.075642000000016;-71.59004599999994;25;16;60;wood;highway;113;[]
4698;02/01/2024 15:00:00;-33.075642000000016;-71.58504599999995;25;13;58;wastes;wood;36;['Notify local collaborators', 'Contact waste collectors']
4699;02/01/2024 15:10:00;-33.075642000000016;-71.58004599999995;25;10;60;none;wood;85;[]
4700;02/01/2024 15:20:00;-33.070642000000014;-71.58004599999995;26;23;58;wastes;grass;123;['Contact waste collectors']
4701;02/01/2024 15:30:00;-33.070642000000014;-71.58504599999995;25;26;58;bonfire;road;31;['Call fire fighters']
4702;02/01/2024 15:40:00;-33.070642000000014;-71.59004599999994;24;29;58;lit campfire;electric connection;46;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4703;02/01/2024 15:50:00;-33.070642000000014;-71.59504599999994;23;29;58;glass;dry grass;2;['Notify local collaborators', 'Contact waste collectors']
4704;02/01/2024 16:00:00;-33.070642000000014;-71.60004599999994;24;29;36;illegal electricity connection;highway;15;[]
4705;02/01/2024 16:10:00;-33.070642000000014;-71.60504599999993;23;51;36;smoking;house;18;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4706;02/01/2024 16:20:00;-33.070642000000014;-71.61004599999993;22;54;34;papers;house;5;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4707;02/01/2024 16:30:00;-33.070642000000014;-71.61504599999992;28;54;36;papers;highway;94;['Contact waste collectors']
4708;02/01/2024 16:40:00;-33.070642000000014;-71.62004599999992;27;57;36;wastes;tent;7;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4709;02/01/2024 16:50:00;-33.070642000000014;-71.62504599999991;27;57;36;fire;fuel recipient;296;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4710;02/01/2024 17:00:00;-33.06564200000001;-71.62504599999991;27;60;36;wood;fuel recipient;145;[]
4711;02/01/2024 17:10:00;-33.06564200000001;-71.62004599999992;27;63;34;smoke;trees;5;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4712;02/01/2024 17:20:00;-33.06564200000001;-71.61504599999992;27;60;34;lighting a grill;tent;261;['Notify local authorities']
4713;02/01/2024 17:30:00;-33.06564200000001;-71.61004599999993;26;63;34;dry grass;house;36;['Notify local authorities', 'Notify local collaborators']
4714;02/01/2024 17:40:00;-33.06564200000001;-71.60504599999993;26;66;36;grill on;fuel recipient;101;[]
4715;02/01/2024 17:50:00;-33.06564200000001;-71.60004599999994;26;97;36;lit campfire;tent;310;['Notify local authorities']
4716;02/01/2024 18:00:00;-33.06564200000001;-71.59504599999994;16;100;55;dry grass;fuel recipient;12;['Notify local authorities', 'Notify local collaborators']
4717;02/01/2024 18:10:00;-33.06564200000001;-71.59004599999994;16;97;53;fire;trash;28;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4718;02/01/2024 18:20:00;-33.06564200000001;-71.58504599999995;15;94;51;soldering;ground;106;['Notify local authorities']
4719;02/01/2024 18:30:00;-33.06564200000001;-71.58004599999995;15;91;53;soldering;road;59;['Notify local authorities']
4720;02/01/2024 18:40:00;-33.06064200000001;-71.58004599999995;14;49;55;soldering;fuel recipient;104;['Notify local authorities']
4721;02/01/2024 18:50:00;-33.06064200000001;-71.58504599999995;15;52;55;burning waste;tent;23;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4722;02/01/2024 19:00:00;-33.06064200000001;-71.59004599999994;14;55;53;none;fuel recipient;776;[]
4723;02/01/2024 19:10:00;-33.06064200000001;-71.59504599999994;14;58;53;grill on;house;94;['Notify local collaborators']
4724;02/01/2024 19:20:00;-33.06064200000001;-71.60004599999994;15;55;53;glass bottle;street;95;['Contact waste collectors']
4725;02/01/2024 19:30:00;-33.06064200000001;-71.60504599999993;21;103;51;soldering;tent;35;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4726;02/01/2024 19:40:00;-33.06064200000001;-71.61004599999993;22;100;49;fire;electric connection;21;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4727;02/01/2024 19:50:00;-33.06064200000001;-71.61504599999992;23;97;51;lighting a grill;wood;566;['Notify local authorities']
4728;02/01/2024 20:00:00;-33.06064200000001;-71.62004599999992;22;100;19;wood;ground;476;[]
4729;02/01/2024 20:10:00;-33.06064200000001;-71.62504599999991;23;100;21;burning waste;road;101;['Notify local authorities']
4730;02/01/2024 20:20:00;-33.055642000000006;-71.62504599999991;22;21;21;suspicious presence;street;578;['Notify local authorities']
4731;02/01/2024 20:30:00;-33.055642000000006;-71.62004599999992;23;21;19;dry grass;ground;39;[]
4732;02/01/2024 20:40:00;-33.055642000000006;-71.61504599999992;24;18;19;lit campfire;dry grass;36;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4733;02/01/2024 20:50:00;-33.055642000000006;-71.61004599999993;23;18;17;smoking;trash;105;['Notify local authorities']
4734;02/01/2024 21:00:00;-33.055642000000006;-71.60504599999993;33;18;17;suspicious presence;house;120;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4735;02/01/2024 21:10:00;-33.055642000000006;-71.60004599999994;32;64;19;burning waste;trash;558;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4736;02/01/2024 21:20:00;-33.055642000000006;-71.59504599999994;31;64;21;papers;street;144;['Contact waste collectors']
4737;02/01/2024 21:30:00;-33.055642000000006;-71.59004599999994;30;67;21;wastes;fuel recipient;58;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
